ORIGIN,Month,temp_min,temp_max,temp_mean,prcp_max,wspd_max,wspd_mean,Is_Snowing_max
SLC,10,-8.9,28.9,10.324633204633205,5.1,53.6,12.051969111969111,1
SLC,11,-6.7,23.9,4.228376139188069,4.6,48.2,10.569096934548467,1
SLC,12,-10.6,13.3,0.012229922543823895,4.3,53.6,11.179698328577253,1
TPA,1,2.2,28.9,16.69460760712566,10.4,37.1,11.272749157438612,0
TPA,2,5.6,30.0,19.66418439716312,18.5,38.9,11.27112462006079,0
TPA,3,5.0,31.1,21.414589178356714,33.3,38.9,11.878436873747495,0
TPA,4,10.0,32.8,23.592261904761905,36.6,46.4,12.45922619047619,0
TPA,5,15.6,35.0,26.25890633459664,9.1,33.5,10.493394694098537,0
TPA,6,21.1,36.7,28.34680610514415,37.1,40.7,10.739570378745054,0
TPA,7,23.3,36.1,29.03154046997389,24.1,29.5,9.143707571801567,0
TPA,8,22.8,35.6,28.969529540481403,46.0,48.2,9.032549234135667,0
TPA,9,18.3,34.4,27.560469011725292,23.6,163.1,10.034757118927974,0
TPA,10,10.6,33.3,25.418104667609615,18.8,35.3,10.075813295615276,0
TPA,11,10.6,31.1,20.82068535825545,20.6,46.4,10.823177570093458,0
TPA,12,0.0,30.0,18.19381145170619,27.2,33.5,10.311625216888375,0
